User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
18.4,-55.18,20,Low,165.55,1,477.37,5.59,60.78,10.1,Good
0.48,-64.95,78,Low,267.38,0,560.34,10.47,74.58,48.61,Good
0.42,-82.16,11,Medium,530.98,0,397.08,19.08,23.42,62.97,Moderate
12.38,-112.73,46,Low,882.55,1,632.75,30.0,1.0,64.0,Poor
9.57,-98.83,50,Low,775.41,1,676.27,27.41,22.45,61.38,Moderate
0.14,-108.64,84,Low,850.08,0,654.68,30.0,11.43,69.27,Poor
22.81,-115.29,88,Medium,939.89,4,718.36,30.0,1.0,110.99,Poor
2.09,-84.97,22,Medium,637.87,0,511.26,20.49,19.66,94.76,Moderate
9.67,-72.75,70,High,339.05,1,500.17,14.37,1.0,107.81,Poor
10.11,-78.34,55,Medium,473.46,0,496.71,17.17,16.27,82.04,Moderate
1.31,-92.69,59,Low,660.84,0,724.2,24.34,34.53,56.58,Moderate
1.21,-65.55,51,Medium,296.11,0,535.05,10.77,52.38,58.06,Moderate
2.64,-102.08,84,Medium,675.6,0,752.23,29.04,3.18,73.41,Poor
0.09,-97.23,27,Low,711.64,0,683.1,26.62,36.44,57.61,Moderate
27.33,-112.48,50,Low,848.51,4,662.22,30.0,1.0,54.74,Poor
1.18,-74.44,41,Medium,362.94,0,404.6,15.22,31.66,76.99,Moderate
9.08,-93.03,59,Medium,638.61,0,706.95,24.51,1.0,85.85,Poor
1.63,-88.75,54,Medium,576.22,0,512.61,22.38,24.21,87.09,Moderate
1.76,-92.01,28,High,628.7,0,745.41,24.0,1.0,118.28,Poor
23.84,-78.68,61,Medium,498.79,4,450.33,17.34,1.0,73.7,Poor
1.56,-90.07,13,Medium,597.65,0,585.88,23.04,8.75,78.01,Poor
11.83,-90.77,11,High,666.46,3,566.05,23.38,1.0,146.16,Poor
1.47,-83.54,63,Medium,466.09,0,518.72,19.77,21.63,85.25,Moderate
2.74,-92.32,75,Low,686.74,0,734.97,24.16,33.07,61.63,Moderate
1.77,-70.6,91,Low,341.1,0,495.08,13.3,67.65,29.69,Good
26.55,-88.27,100,Medium,606.67,3,535.6,22.13,1.0,82.61,Poor
0.75,-92.76,10,Medium,618.25,0,626.76,24.38,8.88,95.79,Poor
21.55,-77.06,36,Medium,380.95,1,505.03,16.53,4.95,89.8,Poor
11.91,-88.78,37,Low,673.48,3,443.92,22.39,32.95,55.03,Moderate
9.46,-58.0,51,High,320.56,0,482.85,7.0,20.67,115.71,Poor
0.47,-105.38,30,High,876.55,0,659.55,30.0,1.0,149.84,Poor
11.27,-90.15,95,High,617.32,1,768.06,23.07,1.0,139.39,Poor
1.69,-97.27,90,Medium,712.42,0,709.06,26.63,3.74,85.21,Poor
1.42,-93.59,24,Low,741.24,0,781.57,24.79,34.69,39.94,Moderate
10.46,-116.18,50,Medium,967.59,1,709.73,30.0,1.0,131.24,Poor
9.24,-89.35,51,Medium,669.03,1,445.67,22.68,1.0,63.56,Poor
0.1,-94.32,59,Medium,636.13,0,735.56,25.16,18.0,91.09,Moderate
23.51,-87.17,54,High,544.26,2,483.76,21.59,1.0,122.88,Poor
9.82,-111.44,57,Medium,916.56,0,762.49,30.0,1.0,95.6,Poor
12.91,-78.91,99,Medium,443.59,1,481.14,17.46,18.59,96.13,Moderate
2.36,-99.34,42,High,691.77,0,682.32,27.67,1.0,129.75,Poor
0.3,-97.54,65,High,781.83,0,760.06,26.77,1.0,127.8,Poor
1.1,-106.8,100,High,827.58,0,740.89,30.0,1.0,124.77,Poor
2.59,-76.88,77,High,481.04,0,530.11,16.44,9.94,124.81,Poor
13.77,-98.61,40,Medium,750.2,2,625.24,27.31,1.0,101.47,Poor
1.16,-65.81,19,Medium,357.4,0,398.13,10.91,50.71,72.2,Moderate
0.29,-80.36,21,Medium,493.73,0,442.38,18.18,28.38,74.63,Moderate
2.11,-89.86,95,High,532.32,0,452.31,22.93,1.0,114.94,Poor
18.23,-79.21,34,Low,493.25,1,520.23,17.6,37.43,50.68,Moderate
19.68,-83.57,93,Low,537.33,2,530.2,19.79,19.47,45.68,Moderate
1.71,-69.35,38,Low,429.23,0,444.77,12.68,74.14,34.67,Good
9.97,-85.38,11,Medium,548.05,1,430.2,20.69,17.09,73.08,Moderate
8.78,-77.79,80,Low,472.62,1,514.48,16.89,58.5,53.12,Moderate
0.36,-107.31,66,Medium,814.41,0,689.28,30.0,1.88,90.57,Poor
1.17,-87.79,23,Low,594.37,0,512.0,21.9,42.34,41.73,Good
16.87,-98.26,47,Medium,621.93,3,705.27,27.13,1.0,108.29,Poor
2.44,-84.01,100,Low,549.27,0,447.84,20.0,51.53,42.16,Good
19.67,-79.01,96,Low,527.73,3,518.36,17.5,32.6,54.35,Moderate
2.28,-70.49,94,Medium,448.99,0,467.42,13.24,44.01,71.05,Moderate
2.17,-76.37,10,Medium,492.14,0,353.4,16.18,33.34,93.53,Moderate
9.03,-89.15,83,Low,556.04,1,490.99,22.58,31.74,33.13,Moderate
2.21,-82.04,45,Medium,547.76,0,527.42,19.02,21.92,72.01,Moderate
0.87,-91.79,60,High,608.44,0,731.52,23.9,1.0,117.59,Poor
1.91,-79.2,69,Medium,516.69,0,433.93,17.6,31.33,82.39,Moderate
26.25,-72.85,99,High,343.78,3,476.62,14.42,1.0,115.09,Poor
1.95,-62.87,16,Low,291.08,0,455.78,9.44,80.9,38.12,Good
21.07,-100.56,31,Medium,730.54,2,662.48,28.28,1.0,99.09,Poor
1.6,-50.0,22,Low,106.61,0,492.62,5.0,97.94,27.45,Good
19.52,-82.09,17,High,468.19,2,408.87,19.05,1.0,113.47,Poor
21.04,-97.42,36,High,694.36,3,599.96,26.71,1.0,135.65,Poor
1.17,-66.71,96,Low,205.98,0,441.34,11.35,70.55,29.09,Good
8.65,-100.85,94,Medium,792.35,0,648.81,28.43,1.0,108.27,Poor
0.53,-86.55,68,Low,487.21,0,486.16,21.27,50.8,41.79,Good
0.7,-79.82,72,Medium,509.7,0,567.23,17.91,31.92,60.07,Moderate
0.5,-89.62,89,Medium,684.45,0,501.52,22.81,6.58,92.84,Poor
0.74,-79.26,10,Low,489.83,0,434.45,17.63,59.54,32.91,Good
0.15,-89.91,83,Low,590.83,0,552.92,22.96,48.99,63.42,Moderate
13.63,-77.02,53,Medium,458.28,2,450.62,16.51,19.46,72.98,Moderate
1.3,-95.94,70,Low,585.72,0,775.59,25.97,32.03,41.55,Moderate
0.12,-91.2,13,Low,639.61,0,607.08,23.6,46.69,41.55,Good
25.13,-84.69,28,High,544.67,4,495.61,20.34,1.0,131.84,Poor
26.45,-89.08,93,Low,638.52,3,524.66,22.54,2.01,55.62,Poor
24.48,-81.68,90,Low,462.53,4,375.01,18.84,13.5,53.33,Poor
25.71,-84.62,32,Medium,584.25,4,452.49,20.31,1.0,107.1,Poor
1.08,-82.67,32,Medium,546.17,0,511.98,19.34,27.22,65.94,Moderate
11.45,-90.53,80,Low,634.42,2,708.26,23.27,27.19,66.15,Moderate
2.61,-107.49,68,Medium,864.12,0,716.45,30.0,1.0,92.83,Poor
11.16,-78.72,10,Low,502.41,2,416.47,17.36,48.76,50.87,Moderate
2.11,-64.0,31,Low,344.08,0,580.81,10.0,77.77,19.0,Good
0.47,-95.82,15,Low,644.96,0,561.98,25.91,36.13,39.38,Moderate
2.5,-90.03,36,Low,594.08,0,608.6,23.01,38.56,45.8,Moderate
1.9,-85.22,100,Low,506.86,0,435.5,20.61,44.91,40.64,Good
2.06,-79.58,57,Medium,405.19,0,506.91,17.79,37.24,103.31,Poor
0.09,-94.24,38,Low,666.74,0,715.46,25.12,39.4,63.75,Moderate
0.64,-76.26,69,High,479.13,0,458.99,16.13,12.86,131.68,Poor
2.43,-83.37,100,Low,545.24,0,560.3,19.68,53.93,37.1,Good
10.77,-65.16,56,Low,291.75,1,435.18,10.58,62.14,28.4,Good
12.56,-79.74,56,Medium,482.29,2,504.53,17.87,11.42,77.57,Poor
25.58,-68.07,91,Low,358.29,3,565.1,12.04,44.52,28.97,Good
9.89,-109.13,96,Medium,915.81,1,607.95,30.0,1.0,93.75,Poor
1.07,-88.16,33,High,433.64,0,424.21,22.08,1.0,122.25,Poor
2.45,-82.14,64,Low,400.73,0,499.67,19.07,54.51,43.41,Good
25.62,-84.68,35,Medium,529.19,2,561.2,20.34,1.0,72.49,Poor
2.64,-100.21,99,Low,773.89,0,657.44,28.1,31.2,44.8,Moderate
0.78,-82.26,17,High,488.17,0,366.57,19.13,17.23,125.21,Poor
2.37,-89.88,94,Low,532.78,0,438.94,22.94,41.5,50.31,Moderate
0.39,-79.56,24,Medium,476.25,0,417.74,17.78,29.14,86.35,Moderate
0.46,-77.52,92,Low,447.74,0,453.47,16.76,60.84,41.81,Good
0.09,-86.74,75,High,640.68,0,529.07,21.37,1.0,132.97,Poor
8.67,-81.06,59,Medium,462.82,0,506.38,18.53,10.77,65.08,Poor
11.25,-78.84,24,Medium,556.25,1,604.09,17.42,16.44,87.11,Moderate
21.13,-58.89,25,Medium,210.6,2,450.56,7.45,30.35,75.37,Moderate
0.9,-67.9,12,Low,306.87,0,408.38,11.95,75.52,34.99,Good
12.79,-75.39,19,Low,464.73,1,448.28,15.69,41.65,39.96,Good
2.36,-89.05,38,Low,569.19,0,447.54,22.52,42.34,43.77,Good
27.16,-98.93,76,Medium,826.19,3,722.25,27.47,1.0,111.04,Poor
9.83,-57.39,60,Low,171.34,1,495.8,6.69,70.67,37.5,Good
12.51,-96.1,90,Medium,703.74,3,677.54,26.05,1.0,100.78,Poor
11.19,-62.43,17,Low,340.8,1,349.49,9.22,67.51,32.72,Good
17.1,-87.63,48,Medium,617.24,1,513.64,21.81,1.0,87.09,Poor
0.99,-87.78,72,High,595.84,0,550.35,21.89,1.0,110.42,Poor
0.57,-63.35,81,High,268.69,0,515.56,9.68,31.44,108.37,Poor
9.6,-72.62,86,Low,368.84,1,504.29,14.31,54.59,39.96,Good
1.48,-74.15,87,Medium,445.24,0,516.69,15.08,50.15,67.25,Moderate
0.64,-109.19,74,Medium,781.66,0,766.52,30.0,1.0,97.81,Poor
8.93,-62.16,82,Medium,291.11,1,484.64,9.08,34.11,70.13,Moderate
12.64,-73.8,40,Low,509.43,1,505.35,14.9,42.31,32.18,Good
1.63,-80.26,43,Medium,509.82,0,572.27,18.13,25.62,83.1,Moderate
25.35,-87.04,91,Medium,627.64,4,501.47,21.52,1.0,78.15,Poor
0.49,-103.27,24,Low,693.74,0,665.98,29.63,33.81,56.4,Moderate
8.34,-100.65,37,Medium,709.99,1,723.14,28.33,1.0,80.14,Poor
1.68,-103.09,92,Medium,755.84,0,733.41,29.55,1.0,104.67,Poor
26.03,-80.54,33,High,479.82,2,527.94,18.27,1.0,122.9,Poor
13.59,-79.74,58,Medium,478.41,2,431.49,17.87,15.01,83.62,Moderate
2.74,-52.06,20,Medium,165.59,0,495.56,5.0,60.12,60.19,Moderate
10.64,-92.55,48,Medium,639.13,1,632.54,24.27,1.0,80.22,Poor
13.31,-95.33,53,Low,555.78,1,684.33,25.66,13.99,56.06,Poor
1.7,-79.91,84,Low,445.66,0,592.08,17.95,55.58,49.11,Good
0.21,-99.43,83,Medium,764.08,0,716.81,27.72,7.52,106.68,Poor
2.23,-110.14,73,Low,875.64,0,631.21,30.0,21.86,57.52,Moderate
0.11,-91.93,20,Low,649.23,0,767.97,23.96,35.44,49.64,Moderate
26.49,-76.7,79,Medium,452.66,4,480.04,16.35,1.0,75.84,Poor
26.68,-102.55,95,Low,811.37,4,740.06,29.27,1.0,57.59,Poor
8.58,-105.68,92,Medium,867.61,0,703.8,30.0,1.0,96.62,Poor
1.84,-72.93,67,Low,408.25,0,500.92,14.47,59.98,25.98,Good
11.1,-120.0,51,Low,966.19,1,672.29,30.0,1.0,59.32,Poor
1.96,-70.96,88,Low,349.25,0,500.53,13.48,58.36,33.23,Good
0.87,-63.58,83,Medium,257.68,0,498.36,9.79,44.44,66.76,Moderate
12.35,-90.75,72,Low,604.62,1,716.43,23.37,30.02,39.08,Moderate
12.21,-100.11,72,High,703.84,2,772.55,28.05,1.0,138.88,Poor
0.89,-63.13,97,High,253.8,0,556.59,9.56,20.33,100.03,Poor
24.37,-90.11,89,High,582.09,2,710.74,23.05,1.0,131.87,Poor
1.73,-95.77,36,Low,709.98,0,653.31,25.88,33.04,72.96,Moderate
2.63,-79.75,34,Low,490.11,0,572.1,17.87,50.61,46.06,Good
2.2,-64.43,13,Medium,247.23,0,451.64,10.22,44.5,56.05,Moderate
21.15,-84.3,58,Low,519.68,3,478.84,20.15,14.98,45.98,Poor
8.46,-50.0,71,Medium,165.49,0,522.3,5.0,61.42,81.46,Moderate
2.22,-87.36,21,Low,516.27,0,497.83,21.68,52.29,57.77,Moderate
12.75,-112.36,48,Low,880.02,2,629.88,30.0,1.0,65.93,Poor
2.38,-64.66,76,Medium,206.62,0,476.8,10.33,46.88,71.79,Moderate
1.69,-78.68,57,Low,470.12,0,444.28,17.34,50.37,51.56,Moderate
11.43,-82.71,33,Low,499.13,3,536.93,19.35,37.39,39.67,Moderate
2.25,-109.9,90,High,851.81,0,743.53,30.0,1.0,127.74,Poor
27.32,-78.16,34,Low,492.12,4,495.13,17.08,22.88,32.83,Moderate
0.78,-99.97,30,Medium,690.65,0,739.69,27.98,10.07,79.7,Poor
1.82,-67.8,77,Medium,394.23,0,574.43,11.9,52.2,63.03,Moderate
2.38,-73.25,69,Medium,388.17,0,613.49,14.62,39.62,63.5,Moderate
26.47,-99.15,63,Medium,648.61,2,667.77,27.57,1.0,100.1,Poor
11.57,-69.19,50,Low,297.51,3,498.43,12.59,49.21,30.88,Good
27.61,-90.47,71,High,578.75,4,641.15,23.24,1.0,121.68,Poor
1.09,-61.43,29,Low,181.96,0,537.19,8.72,80.87,51.38,Moderate
0.68,-68.82,33,Low,309.57,0,515.98,12.41,64.94,29.48,Good
1.39,-68.25,80,Medium,357.06,0,633.05,12.12,49.24,70.05,Moderate
0.18,-114.06,61,Low,1041.45,0,741.88,30.0,7.48,92.42,Poor
9.05,-87.86,71,Low,556.0,0,475.86,21.93,33.18,46.93,Moderate
2.62,-79.51,24,High,551.87,0,502.64,17.76,13.19,115.63,Poor
20.3,-89.48,97,Low,563.6,1,471.74,22.74,5.28,57.06,Poor
1.22,-100.24,29,Medium,783.91,0,656.81,28.12,9.06,98.21,Poor
26.46,-111.66,21,Medium,964.67,3,725.19,30.0,1.0,95.27,Poor
11.69,-50.76,34,Medium,60.02,3,401.59,5.0,56.07,75.39,Moderate
12.63,-120.0,35,High,1030.64,2,710.76,30.0,1.0,139.63,Poor
1.55,-83.57,44,Low,523.14,0,481.61,19.78,47.88,56.24,Moderate
0.1,-82.96,99,Medium,609.95,0,510.0,19.48,34.55,106.42,Poor
21.26,-74.02,45,Medium,432.82,1,536.46,15.01,12.68,79.4,Poor
0.38,-70.82,92,Low,372.07,0,454.17,13.41,72.02,21.4,Good
0.51,-90.72,71,Low,595.3,0,625.97,23.36,38.5,46.16,Moderate
12.26,-119.0,30,Low,1032.02,2,753.3,30.0,1.0,73.89,Poor
8.51,-64.0,84,Low,222.42,0,490.77,10.0,67.61,22.85,Good
0.37,-77.06,65,Medium,437.97,0,492.4,16.53,40.23,87.39,Moderate
21.19,-68.31,90,Medium,339.78,1,494.47,12.16,19.78,84.01,Moderate
2.69,-83.16,91,Medium,552.18,0,476.18,19.58,24.44,80.24,Moderate
13.54,-78.97,36,Medium,475.65,2,410.53,17.48,2.8,82.8,Poor
9.28,-95.35,19,Low,650.25,0,561.88,25.67,19.43,55.8,Moderate
1.76,-98.33,65,Low,729.85,0,712.12,27.17,22.29,49.32,Moderate
2.46,-74.07,24,High,375.13,0,512.25,15.03,13.94,108.45,Poor
0.63,-85.41,88,Low,590.84,0,537.51,20.71,52.24,38.2,Good
24.98,-79.1,86,Low,472.78,4,519.01,17.55,13.42,42.8,Poor
0.37,-84.08,53,High,628.35,0,485.95,20.04,3.36,124.67,Poor
0.09,-73.48,27,Medium,498.22,0,469.06,14.74,35.79,82.36,Moderate
2.1,-104.88,36,Medium,873.94,0,702.96,30.0,1.0,97.39,Poor
20.56,-91.04,70,Low,676.79,1,730.26,23.52,2.94,53.11,Poor
2.39,-70.46,14,High,312.8,0,309.23,13.23,16.29,121.93,Poor
0.13,-89.4,79,Low,590.13,0,510.52,22.7,43.88,24.12,Good
9.62,-118.18,88,Medium,1098.02,1,701.15,30.0,1.0,99.56,Poor
13.83,-84.89,76,Low,550.38,2,477.19,20.45,29.9,44.41,Moderate
1.7,-72.94,33,Low,362.8,0,577.88,14.47,70.57,48.33,Good
1.83,-72.45,97,Low,421.52,0,494.86,14.23,62.79,30.98,Good
1.23,-88.48,64,Medium,624.27,0,456.43,22.24,25.56,77.21,Moderate
0.29,-74.48,79,Low,363.89,0,531.06,15.24,66.49,51.5,Moderate
12.63,-83.95,50,Low,538.82,1,498.02,19.97,31.96,62.73,Moderate
26.81,-64.84,30,High,371.82,3,560.23,10.42,1.0,89.82,Poor
2.68,-102.85,23,Low,723.95,0,785.95,29.42,32.56,49.76,Moderate
8.52,-60.17,37,Low,280.73,1,462.65,8.09,73.29,39.56,Good
2.51,-88.87,94,Low,694.72,0,579.2,22.43,47.83,48.21,Good
0.36,-80.96,72,Medium,536.3,0,478.49,18.48,35.27,96.53,Moderate
1.98,-98.17,33,Medium,687.01,0,705.39,27.08,7.69,99.39,Poor
1.81,-50.0,10,High,98.23,0,416.55,5.0,52.49,81.58,Moderate
1.01,-70.09,58,High,338.21,0,452.45,13.05,15.8,88.24,Moderate
1.88,-104.33,49,High,724.53,0,820.71,30.0,1.0,147.72,Poor
1.14,-108.43,66,Low,846.92,0,722.17,30.0,18.28,59.72,Moderate
8.79,-96.34,58,Low,701.19,0,649.59,26.17,26.11,52.72,Moderate
8.76,-88.92,95,Medium,492.01,1,548.16,22.46,6.76,96.76,Poor
1.6,-101.85,62,Medium,744.36,0,726.86,28.93,1.0,100.05,Poor
1.66,-59.82,29,Medium,201.3,0,460.4,7.91,54.78,65.03,Moderate
26.61,-107.06,31,Medium,814.98,4,756.03,30.0,1.0,84.54,Poor
0.81,-87.27,56,Low,597.5,0,494.67,21.63,42.02,60.51,Moderate
10.54,-107.49,90,Medium,911.7,1,699.36,30.0,1.0,107.16,Poor
1.48,-59.07,45,High,178.1,0,523.67,7.54,36.81,101.61,Poor
17.69,-82.73,89,High,516.52,3,545.37,19.36,1.0,144.54,Poor
11.65,-92.21,15,Medium,570.81,2,574.95,24.11,1.0,84.11,Poor
8.48,-68.75,34,Low,198.29,1,554.84,12.38,54.83,37.22,Good
9.96,-98.72,91,Medium,741.6,1,727.79,27.36,1.0,99.75,Poor
12.87,-80.84,21,Medium,508.82,1,534.43,18.42,6.87,57.33,Poor
17.61,-113.53,52,Medium,935.23,2,646.83,30.0,1.0,108.79,Poor
9.57,-96.36,45,Low,744.92,0,773.53,26.18,18.83,53.38,Moderate
2.04,-85.08,69,Medium,608.63,0,464.63,20.54,17.04,77.74,Moderate
10.91,-79.79,86,High,600.44,1,457.45,17.89,1.0,110.39,Poor
0.42,-97.9,96,Low,778.16,0,619.6,26.95,30.6,68.93,Moderate
1.59,-75.55,61,High,511.21,0,531.98,15.77,8.12,109.72,Poor
8.36,-65.82,85,High,281.23,0,462.7,10.91,13.35,102.45,Poor
0.81,-103.66,52,Medium,711.44,0,676.48,29.83,1.0,111.89,Poor
17.91,-77.77,91,Medium,486.46,1,505.16,16.88,2.13,85.34,Poor
2.04,-92.32,34,Medium,686.76,0,732.73,24.16,8.67,93.0,Poor
11.02,-85.99,35,Low,514.57,1,536.05,21.0,27.15,65.14,Moderate
11.37,-57.78,67,High,145.61,1,540.25,6.89,16.46,117.83,Poor
1.87,-58.97,87,Low,294.56,0,477.67,7.48,84.81,14.77,Good
2.11,-73.59,40,Medium,368.59,0,478.07,14.79,35.56,80.55,Moderate
1.92,-120.0,29,Medium,1037.41,0,627.51,30.0,1.0,125.4,Poor
0.78,-102.93,79,Medium,768.37,0,746.04,29.47,1.0,97.59,Poor
2.58,-90.11,42,Medium,613.14,0,739.91,23.05,14.35,69.07,Poor
0.15,-91.13,62,Low,644.08,0,755.6,23.57,31.25,61.83,Moderate
0.94,-64.77,79,Low,308.23,0,467.46,10.38,66.55,37.1,Good
0.61,-62.34,49,Medium,359.34,0,512.84,9.17,44.14,53.09,Moderate
0.9,-96.86,86,High,716.42,0,735.89,26.43,1.0,119.24,Poor
0.88,-84.41,34,Medium,606.9,0,550.77,20.2,23.62,88.09,Moderate
1.16,-89.75,45,Low,605.54,0,540.22,22.87,41.34,46.77,Good
2.19,-94.04,39,Medium,617.17,0,676.18,25.02,11.35,84.12,Poor
10.14,-88.55,59,Medium,690.84,1,497.31,22.28,2.87,59.33,Poor
0.08,-98.52,51,Medium,711.82,0,714.85,27.26,7.08,99.3,Poor
12.85,-100.54,51,Low,743.77,1,676.15,28.27,12.04,60.07,Poor
0.01,-70.0,67,Low,287.02,0,412.86,13.0,68.3,30.92,Good
2.36,-90.31,64,Medium,620.0,0,684.2,23.16,4.16,83.67,Poor
18.02,-70.5,35,Medium,321.3,1,508.27,13.25,3.6,82.74,Poor
9.0,-87.96,79,Low,654.21,1,434.55,21.98,34.62,56.59,Moderate
1.55,-86.73,78,Low,575.19,0,496.91,21.36,47.97,57.27,Moderate
27.46,-114.83,44,Medium,930.73,4,599.94,30.0,1.0,113.96,Poor
0.68,-97.07,18,Low,696.9,0,639.24,26.53,41.21,42.94,Good
2.41,-90.78,49,Medium,645.95,0,784.62,23.39,5.79,107.92,Poor
0.87,-96.95,58,Low,734.99,0,689.9,26.47,32.99,56.35,Moderate
22.07,-120.0,41,Medium,1074.7,2,714.97,30.0,1.0,111.54,Poor
2.58,-62.64,38,High,255.79,0,494.16,9.32,32.52,115.84,Poor
1.34,-89.85,58,Low,615.97,0,465.11,22.93,43.69,33.1,Good
25.7,-99.46,73,Medium,721.13,4,658.18,27.73,1.0,114.1,Poor
12.52,-120.0,49,Low,985.42,1,655.27,30.0,1.0,78.39,Poor
9.5,-66.96,28,Low,357.12,1,477.65,11.48,59.64,35.73,Good
2.2,-102.95,94,Medium,968.87,0,656.66,29.48,1.0,92.92,Poor
1.24,-90.21,78,Medium,599.44,0,683.82,23.1,23.13,103.35,Poor
1.21,-50.0,30,Medium,91.16,0,485.74,5.0,75.64,62.41,Moderate
0.54,-109.36,37,High,865.58,0,634.47,30.0,1.0,168.07,Poor
9.56,-95.72,80,Medium,631.9,1,680.4,25.86,1.0,79.47,Poor
12.9,-77.78,54,Low,469.46,3,637.71,16.89,51.34,32.55,Good
0.9,-80.4,40,Low,393.14,0,494.24,18.2,59.63,39.5,Good
22.81,-103.7,43,High,795.01,4,680.4,29.85,1.0,153.42,Poor
2.57,-67.76,71,Medium,256.02,0,502.18,11.88,41.21,88.01,Moderate
11.35,-100.46,13,Low,694.27,1,620.11,28.23,10.87,58.84,Poor
0.32,-102.64,76,High,790.79,0,659.03,29.32,1.0,146.15,Poor
19.71,-98.71,80,Medium,777.66,1,669.65,27.36,1.0,107.64,Poor
9.76,-99.71,18,Medium,763.8,1,582.87,27.85,1.0,84.22,Poor
0.76,-102.2,80,Medium,749.48,0,734.03,29.1,4.86,100.08,Poor
13.43,-95.12,32,High,731.28,3,737.56,25.56,1.0,133.22,Poor
0.96,-80.91,66,Medium,482.59,0,508.15,18.46,31.78,83.94,Moderate
2.73,-93.91,50,Medium,762.66,0,675.45,24.95,9.03,107.41,Poor
2.59,-93.24,65,Low,634.93,0,650.24,24.62,27.58,54.87,Moderate
0.78,-88.49,40,Low,550.71,0,521.75,22.24,41.23,50.44,Moderate
1.59,-73.09,60,Low,560.52,0,499.41,14.55,63.38,54.85,Moderate
13.38,-72.1,54,Medium,348.05,2,499.08,14.05,30.52,71.67,Moderate
1.71,-75.53,59,Low,344.15,0,554.43,15.76,58.46,30.23,Good
1.95,-100.9,73,Medium,709.44,0,634.9,28.45,1.0,95.52,Poor
0.47,-62.42,53,Medium,176.56,0,581.78,9.21,54.47,73.75,Moderate
9.16,-77.02,96,Medium,425.76,0,509.82,16.51,31.95,64.72,Moderate
9.24,-107.61,77,High,781.81,0,757.88,30.0,1.0,132.65,Poor
2.43,-82.76,67,Medium,524.62,0,610.47,19.38,28.04,78.77,Moderate
1.81,-51.36,30,High,160.05,0,484.18,5.0,38.47,101.92,Poor
1.25,-73.36,97,Low,403.18,0,451.31,14.68,63.26,34.19,Good
0.62,-90.86,76,Low,662.9,0,704.72,23.43,49.06,62.91,Moderate
18.66,-84.96,14,Medium,497.99,3,386.34,20.48,1.0,90.63,Poor
0.32,-70.32,97,Medium,322.89,0,414.87,13.16,46.55,61.0,Moderate
2.08,-74.92,17,Medium,479.29,0,390.8,15.46,42.57,79.66,Moderate
0.38,-88.84,63,High,571.99,0,498.4,22.42,1.0,126.78,Poor
1.63,-85.73,76,Medium,630.91,0,517.06,20.87,20.91,81.28,Moderate
0.04,-68.68,65,Low,378.9,0,534.82,12.34,70.78,20.77,Good
1.15,-76.32,89,High,491.75,0,525.38,16.16,11.66,123.37,Poor
0.8,-100.79,11,Medium,661.72,0,624.04,28.39,9.74,101.36,Poor
19.5,-96.98,94,Medium,814.66,2,586.26,26.49,1.0,115.79,Poor
12.68,-84.14,40,High,509.93,2,411.28,20.07,1.0,127.68,Poor
25.54,-70.5,57,High,282.37,2,481.37,13.25,1.0,85.51,Poor
22.69,-92.53,96,Low,706.87,4,686.92,24.27,9.96,58.45,Poor
0.73,-67.82,58,Low,331.63,0,540.07,11.91,71.55,20.06,Good
11.12,-95.95,32,Medium,717.29,3,663.38,25.97,1.0,77.05,Poor
2.06,-80.94,50,Low,406.88,0,428.98,18.47,59.74,50.3,Moderate
11.88,-69.19,97,High,279.14,2,423.16,12.6,1.0,108.28,Poor
2.4,-67.42,71,Low,351.19,0,604.08,11.71,71.48,30.92,Good
0.32,-60.58,68,Low,237.65,0,453.11,8.29,79.61,24.52,Good
2.06,-88.84,90,Medium,620.9,0,501.1,22.42,15.81,106.57,Poor
1.13,-87.55,63,Low,619.5,0,450.35,21.77,49.85,32.13,Good
1.4,-85.38,44,High,514.55,0,465.97,20.69,1.0,125.08,Poor
1.72,-71.89,41,Low,328.01,0,492.52,13.95,73.89,40.82,Good
22.11,-88.28,55,Medium,554.82,3,500.95,22.14,1.0,84.31,Poor
1.26,-90.83,37,Low,644.85,0,625.65,23.42,38.17,39.14,Moderate
1.09,-66.44,14,Low,287.48,0,361.12,11.22,69.56,27.44,Good
1.14,-64.84,26,High,316.36,0,540.23,10.42,22.37,113.25,Poor
1.92,-67.71,37,Low,329.06,0,613.61,11.85,74.35,41.21,Good
12.14,-67.21,26,Low,355.41,3,425.85,11.61,56.53,33.39,Good
8.61,-83.58,37,High,594.53,1,549.53,19.79,1.0,129.2,Poor
1.27,-86.87,13,Low,562.28,0,404.98,21.43,48.96,39.57,Good
18.76,-103.93,55,Low,776.86,2,711.16,29.97,1.0,56.4,Poor
2.63,-92.0,88,Low,600.72,0,721.81,24.0,42.69,51.71,Moderate
1.08,-90.49,35,Medium,582.67,0,672.88,23.24,18.4,88.47,Moderate
12.66,-108.38,56,Low,830.12,2,681.48,30.0,1.0,51.09,Poor
13.75,-95.88,36,High,663.0,3,754.42,25.94,1.0,132.1,Poor
18.14,-97.5,70,Medium,832.18,1,621.93,26.75,1.0,74.25,Poor
19.8,-85.28,99,Medium,587.34,3,500.66,20.64,1.0,68.23,Poor
2.68,-100.53,45,Medium,756.41,0,675.35,28.26,1.0,92.82,Poor
12.25,-79.61,31,Low,458.98,3,525.38,17.8,37.14,40.77,Moderate
